,text_token
2023,"['brickyw2017', 'ricky', 'apologies', 'receive', 'form', 'post', 'use', 'link', 'prinxe2x80xa6', 'httpstcohpx1hnj0jd']"
2024,"['bdogheads1', 'hey', 'thank', 'tweet', 'this', 'isnt', 'like', 'see', 'could', 'pop', 'explain', 'littlxe2x80xa6', 'httpstcolmhlocyunm']"
2025,"['bjojolittle85', 'jodie', 'please', 'try', 'help', 'dean', 'httpstcompqb4etryv']"
2026,"['bgwytherdavid', 'hey', 'dave', 'drop', 'confirm', 'wifes', 'name', 'postcode', 'please', 'dean', 'httpstcompqb4etryv']"
2027,"['bscam', 'alert', 'xe2x9axa0xefxb8x8f', 'fraudsters', 'impersonate', 'government', 'health', 'body', 'fake', 'text', 'message', 'coronavirus', 'ifxe2x80xa6', 'httpstcopyzak4h6zn']"
2028,"['bharibocheeks', 'cara', 'delay', 'reply', 'have', 'manage', 'get', 'resolve', 'dean']"
2029,"['bsejlil', 'hey', 'thank', 'message', 'huge', 'apology', 'long', 'wait', 'busy', 'due', 'impact', 'oxe2x80xa6', 'httpstcouabylsqxha']"
2030,"['bluvcollectables', 'hey', 'thanks', 'get', 'touch', 'huge', 'apology', 'long', 'wait', 'busy', 'due', 'txe2x80xa6', 'httpstcozcyd3bsbyi']"
2031,"['bmschristinarose', 'christina', 'delay', 'as', 'imagine', 'weve', 'lot', 'customer', 'call', 'sxe2x80xa6', 'httpstcoifdgwtft7s']"
2032,"['bthomasjtaylor92', 'not', 'sure', 'problem', 'thomas', 'send', 'quick', 'postcode', 'phone', 'numxe2x80xa6', 'httpstcoik9xlvsgen']"
2033,"['bscorpiogirl3875', 'vicky', 'get', 'error', 'message', 'can', 'detail', 'along', 'yoxe2x80xa6', 'httpstcobzwb67mebf']"
2034,"['bunder_toned', 'hey', 'wendy', 'sort', 'yet', 'sorry', 'weve', 'touch', 'extremely', 'busy', 'moment', 'dean']"
2035,"['bpauljtucker', 'hey', 'paul', 'reply', 'have', 'manage', 'get', 'sort', 'yet', 'dean']"
2036,"['bflahute66', 'sorry', 'david', 'manaeged', 'get', 'sort', 'dean']"
2037,"['bstem_maths', 'want', 'send', 'quick', 'postcode', 'phone', 'number', 'ill', 'see', 'somethinxe2x80xa6', 'httpstcosdx3synllo']"
2038,"['bzakcb1', 'zak', 'havent', 'manage', 'get', 'please', 'send', 'let', 'know', 'andxe2x80xa6', 'httpstcovf1dqqs8ek']"
2039,"['bsweetpeainfo', 'lines', 'open', 'every', 'day', '9am', '9pm', 'nnif', 'youre', 'problem', 'generally', 'manage', 'youxe2x80xa6', 'httpstcoll9menivbo']"
2040,"['bsweetpeainfo', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'june', '202xe2x80xa6', 'httpstcoq5tfgie2se']"
2041,"['bpaulystew1', 'what', 'trouble', 'paul', 'dean']"
2042,"['bkcajrum', 'jack', 'delay', 'call', 'weve', 'lot', 'customer', 'call', 'support', 'right', 'dixe2x80xa6', 'httpstcoapxpbcqljx']"
2043,"['bmonie4112', 'simone', 'extremely', 'busy', 'moment', 'are', 'still', 'trouble', 'dean']"
2044,"['bcaptainshmit', 'hey', 'delay', 'reply', 'you', 'raise', 'dispute', 'transaction', 'youd', 'like', 'tooxe2x80xa6', 'httpstcoqmhlqrmbcs']"
2045,"['bstem_maths', 'apologies', 'extremely', 'busy', 'present', 'have', 'manage', 'get', 'sort', 'is', 'therexe2x80xa6', 'httpstcoc6edf1fdvh']"
2046,"['btimbald', 'youre', 'problem', 'generally', 'manage', 'money', 'youxe2x80x99ll', 'find', 'helpful', 'advice', 'moneyxe2x80xa6', 'httpstcoznuuni7era']"
2047,"['btimbald', 'tim', 'look', 'way', 'help', 'customer', 'stopping', 'interest', 'something', 'do', 'bxe2x80xa6', 'httpstcooddy0nar7w']"
2048,"['bmattyydale', 'matty', 'reply', 'talk', 'disputing', 'just', 'go', 'toxe2x80xa6', 'httpstcojn1bs1v9oa']"
2049,"['bakprasad', 'anup', 'understand', 'youd', 'worry', 'app', 'youll', 'able', 'block', 'thexe2x80xa6', 'httpstcodaqtbsykns']"
2050,"['bzoewakeling', 'apologies', 'zoe', 'hopefully', 'soon', 'apology', 'dean']"
2051,"['bfoyz2', 'sorry', 'manage', 'sort', 'were', 'busy', 'present', 'unfortunately', 'dean']"
2052,"['bzoewakeling', 'unfortunately', 'specific', 'reason', 'sign', 'moment', 'dean']"
2053,"['bzoewakeling', 'sorry', 'hear', 'zoe', 'manage', 'get', 'sort', 'yet', 'dean']"
2054,"['bgains_malone', 'paul', 'ixe2x80x99m', 'never', 'arrive', 'that', 'afraid', 'may', 'nxe2x80xa6', 'httpstco50faekidha']"
2055,"['bbendasilva1992', 'ben', 'reply', 'wait', 'speak', 'able', 'arrangexe2x80xa6', 'httpstcowcbqypted0']"
2056,"['ba137hea', 'aletha', 'really', 'reply', 'id', 'like', 'check', 'alternative', 'log', 'ifxe2x80xa6', 'httpstcopkmjgcpojo']"
2057,"['bsophie_runs', 'soph', 'delay', 'reply', 'extremely', 'busy', 'moment', 'wed', 'usually', 'extend', 'thesexe2x80xa6', 'httpstcoidci6ibkip']"
2058,"['bggserge', 'understand', 'youre', 'come', 'assure', 'best', 'get', 'back', 'ixe2x80xa6', 'httpstcokz65j8rc2r']"
2059,"['brich_erd', 'hey', 'richard', 'please', 'pop', 'chat', 'detail', 'high', 'character', 'limit', 'rach']"
2060,"['bkurt_kurty', 'kurt', 'weve', 'really', 'busy', 'recently', 'great', 'hear', 'hapxe2x80xa6', 'httpstcoe2iiw89ykv']"
2061,"['bggserge', 'sergio', 'global', 'restriction', 'place', 'teams', 'arent', 'available', 'moment', 'otxe2x80xa6', 'httpstcot5wvwubrtm']"
2062,"['bryanlaurenson', 'hey', 'ryan', 'thanks', 'tweet', 'get', 'hope', 'get', 'sortedxe2x80xa6', 'httpstcoufsrijveao']"
2063,"['bjosh_stead', 'joshua', 'really', 'hold', 'long', 'get', 'sort', 'end', 'amiee']"
2064,"['bohmygoddard', 'jade', 'take', 'long', 'reply', 'weve', 'mega', 'busy', 'youd', 'like', 'send', 'dxe2x80xa6', 'httpstcop3ceqwluiu']"
2065,"['bambergrindle', 'amber', 'can', 'tell', 'bit', 'please', 'youve', 'advxe2x80xa6', 'httpstcokvvrlbia27']"
2066,"['bworldwearyguy', '22', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', 'wexe2x80x99ll', 'take', 'care', 'donxe2x80x99txe2x80xa6', 'httpstco3fjdppwbg2']"
2067,"['bworldwearyguy', 'sorry', 'get', 'back', 'did', 'manage', 'get', 'payment', 'youllxe2x80xa6', 'httpstco4nvofc5ylo']"
2068,"['blovsssssss', 'pop', 'across', 'help', 'step', 'raise', 'hope', 'youre', 'keep', 'well', 'paul', '22']"
2069,"['blovsssssss', 'hear', 'travel', 'plan', 'impact', 'wed', 'recommend', 'get', 'touch', 'yourxe2x80xa6', 'httpstcozok2frwm48']"
2070,"['blucymazx', 'we', 'dont', 'specific', 'timescale', 'postal', 'request', 'extremely', 'busy', 'moment', 'teamxe2x80xa6', 'httpstcopz7qmyqwlc']"
2071,"['blucymazx', 'lucy', 'havent', 'receive', 'refund', 'expect', 'payments', 'card', 'usually', 'take', 'arouxe2x80xa6', 'httpstco5o4edc64t0']"
2072,"['baluminiumfrank', 'apologies', 'assure', 'answer', 'phone', 'everything', 'deal', 'wixe2x80xa6', 'httpstcozpffmmepwq']"
2073,"['bchrispluck91', 'trouble', 'use', 'phone', 'service', 'aware', 'hope', 'yxe2x80xa6', 'httpstcopap2igxrbu']"
2074,"['blaurynpryde', 'with', 'global', 'restriction', 'place', 'teams', 'arent', 'available', 'moment', 'others', 'arxe2x80xa6', 'httpstco9issvcxeba']"
2075,"['blewisjdoyle', 'lewis', 'obviously', 'dont', 'want', 'lose', 'try', 'best', 'help', 'many', 'custxe2x80xa6', 'httpstcolsh7nbxekp']"
2076,"['btomstannard10', 'powellfotograf', 'tom', 'really', 'youll', 'speak', 'digital', 'team', 'gxe2x80xa6', 'httpstco3uzqut96cf']"
2077,"['bbeckypearse', 'rebecca', 'youre', 'issue', 'log', 'account', 'can', 'please', 'send', 'andxe2x80xa6', 'httpstcopcksfggicp']"
2078,"['bsarniearmy', 'emma17louise_', 'letting', 'know', 'amy', 'really', 'call', 'queue', 'moment', 'butxe2x80xa6', 'httpstco7de8t9u2mk']"
2079,"['bchellemacgill', 'chelle', 'receiving', 'lot', 'call', 'today', 'imagine', 'what', 'speak', 'please', 'jord']"
2080,"['bwend_jones', 'wendy', 'unfortunately', 'long', 'wait', 'call', 'moment', 'what', 'speakxe2x80xa6', 'httpstcoc8qkaik7ij']"
2081,"['baaliyahdeanne', 'lili', 'delay', 'call', 'weve', 'lot', 'customer', 'call', 'support', 'right', 'nxe2x80xa6', 'httpstcox6ckkpxix4']"
2082,"['bmorris2906', 'you', 'send', 'secure', 'message', 'online', 'account', 'morris', 'youd', 'like', 'talk', 'privately', 'youxe2x80xa6', 'httpstcomjvzykqmri']"
2083,"['byou', 'use', 'contactless', 'card', 'payment', 'purchase', 'xc2xa345', 'nnwe', 'hope', 'help', 'make', 'payment', 'exe2x80xa6', 'httpstco982fu8aiyq']"
2084,"['bluciousxviii', 'travel_up', 'thanks', 'message', 'there', 'isnt', 'email', 'team', 'youve', 'raise', 'thixe2x80xa6', 'httpstco7sa9ir9qrb']"
2085,"['btori_learmonth', 'victoria', 'pop', 'let', 'know', 'call', 'brogan']"
2086,"['bt77nge', 'get', 'back', 'ange', 'work', 'reduced', 'staff', 'did', 'apply', 'forxe2x80xa6', 'httpstcow74tfbnq3i']"
2087,"['bnowayman73', 'much', 'letting', 'know', 'the', 'team', 'currently', 'available', 'telephone', 'arxe2x80xa6', 'httpstcos2e0gws1dl']"
2088,"['bthespinnerg', 'there', 'apologies', 'open', 'take', 'call', 'however', 'busy', 'ever', 'less', 'staff', 'mxe2x80xa6', 'httpstcodnzwywxhhl']"
2089,"['bfrancesca95_', 'fran', 'apologies', 'extremely', 'busy', 'few', 'staff', 'member', 'available', 'due', 'impact', 'ofxe2x80xa6', 'httpstco9wuj8bigi5']"
2090,"['bsuffolkharpist', 'sorry', 'hear', 'xenia', 'speak', 'digital', 'team', 'reagrding', 'issue', 'thexe2x80xa6', 'httpstcoz1zvzhfivg']"
2091,"['bmarlondwsmith', 'marlon', 'apologies', 'work', 'quickly', 'limited', 'staff', 'member', 'due', 'covid19xe2x80xa6', 'httpstcoqgjynyqp3l']"
2092,"['bfatherhux', 'craig', 'reply', 'we', 'would', 'speak', 'securely', 'unlock', 'accouxe2x80xa6', 'httpstcowqixwqhynx']"
2093,"['bscottmccarthy79', 'apologies', 'scott', 'experience', 'high', 'call', 'volume', 'normal', 'due', 'covid19', 'you', 'would', 'neexe2x80xa6', 'httpstcowxk52ybizb']"
2094,"['bxventhx', 'hannah', 'apologies', 'extremely', 'busy', 'less', 'team', 'member', 'due', 'impact', 'covid19', 'yoxe2x80xa6', 'httpstconikpziyoo6']"
2095,"['bcphelan', 'chris', 'really', 'current', 'climate', 'call', 'queue', 'really', 'busy', 'id', 'probaxe2x80xa6', 'httpstcoxwqmdb992w']"
2096,"['bsenorfrog82', 'will', 'hear', 'issue', 'face', 'try', 'get', 'pay', 'yoixe2x80xa6', 'httpstco5dwchfff5r']"
2097,"['bsrpnor', 'steve', 'download', 'form', 'send', 'back', 'check', 'link', 'httpstcoo2v1fofjwv', 'nikki']"
2098,"['bmrsvonnyjohnson', 'yvonne', 'reply', 'really', 'wait', 'speak', 'havexe2x80xa6', 'httpstcoxk2fbghdnq']"
2099,"['bdr_jeeves', 'youre', 'hold', 'go', 'reply', 'help', 'nikki']"
2100,"['bebonyminx', 'its', 'definitely', 'something', 'wed', 'ebony', 'can', 'send', 'screenshot', 'nikki', 'httpstcompqb4etryv']"
2101,"['biamemilymatthew', 'hey', 'emily', 'app', 'order', 'new', 'card', 'without', 'give', 'call', 'dan']"
2102,"['bclearykyle', 'kyle', 'take', 'look', 'loink', 'may', 'help', 'httpstcoyve6ersn03', 'dan']"
2103,"['bsiege_perilous', 'patrina', 'reply', 'really', 'wait', 'speak', 'havexe2x80xa6', 'httpstcowtsggdow1k']"
2104,"['bjuliansdead', 'jul', 'answer', 'many', 'call', 'right', 'due', 'impact', 'covid19', 'abxe2x80xa6', 'httpstcoynfb7qzgsi']"
2105,"['bgingegem22', 'gemma', 'really', 'hear', 'work', 'hard', 'get', 'call', 'queue', 'sxe2x80xa6', 'httpstcovuxdv6ieeu']"
2106,"['bjustmeinnit', '22', 'due', 'current', 'situation', 'experience', 'high', 'call', 'queue', 'usual', 'moment', 'ifxe2x80xa6', 'httpstcoehjm80qrd5']"
2107,"['bjustmeinnit', 'kel', 'get', 'credit', 'balance', 'transfer', 'back', 'bank', 'account', 'would', 'needxe2x80xa6', 'httpstcoxjp1v4cld6']"
2108,"['bpaulblackhawk', 'paul', 'thousand', 'customer', 'try', 'call', 'various', 'reason', 'oxe2x80xa6', 'httpstcor2ir4sodxt']"
2109,"['bchristarry85', '22', 'due', 'current', 'situation', 'experience', 'high', 'call', 'queue', 'usual', 'moment', 'ixe2x80xa6', 'httpstcojsixerm2vt']"
2110,"['bchristarry85', 'explain', 'chris', 'we', 'get', 'credit', 'balance', 'transfer', 'back', 'bank', 'account', 'forxe2x80xa6', 'httpstcob6p6gzbqlz']"
2111,"['bmandypops40', 'mandy', 'reply', 'really', 'wait', 'speak', 'have', 'youxe2x80xa6', 'httpstcood4ccnwama']"
2112,"['bhailey_om', '22we', 'would', 'speak', 'order', 'due', 'current', 'situation', 'experixe2x80xa6', 'httpstcoy2iiodrv31']"
2113,"['bnevetsnotrom', 'steve', 'confirm', 'pin', 'send', 'post', 'would', 'txe2x80xa6', 'httpstcoghlvuu6kun']"
2114,"['bhailey_om', 'were', 'charge', 'withdraw', 'cash', 'moment', 'hailey', 'balance', 'account', 'itxe2x80xa6', 'httpstco4qwxjsamy1']"
2115,"['bcollesa', 'collesa', 'team', 'work', 'claim', 'quick', 'we', 'able', 'specify', 'timescalexe2x80xa6', 'httpstcoyvblvfv2as']"
2116,"['bfearnballs', 'peter', 'team', 'work', 'hard', 'service', 'call', 'due', 'current', 'situaiton', 'wexe2x80xa6', 'httpstcofqbrhe268z']"
2117,"['bhemantsurana10', 'hemant', 'charge', 'late', 'payment', 'currently', 'long', 'minimum', 'payment', 'reach', 'wxe2x80xa6', 'httpstco1wsaqve8h2']"
2118,"['bvalentinaiannec', 'no', 'one', 'ignore', 'valentina', 'we', 'many', 'customer', 'need', 'speak', 'right', 'noxe2x80xa6', 'httpstcoqoppow5nzm']"
2119,"['bmccoistandy', 'hello', 'ray', 'wait', 'time', 'get', 'right', 'long', 'reduced', 'number', 'staff', 'anxe2x80xa6', 'httpstcok8yhqzoynd']"
2120,"['bkhrys01', 'christopher', 'see', 'colleague', 'get', 'back', 'little', 'ago', 'glad', 'manage', 'getxe2x80xa6', 'httpstco2qq9oea09m']"
2121,"['bdavenportsevent', '22', 'for', 'anyone', 'able', 'make', 'minimum', 'payment', 'late', 'otherwise', 'id', 'recommend', 'speaxe2x80xa6', 'httpstcoazhgdwhkg3']"
2122,"['bdavenportsevent', 'uk', 'personal', 'card', 'payment', 'break', 'we', 'charge', 'fee', 'customxe2x80xa6', 'httpstcooaeirxrxex']"
2123,"['brichie__ryan', 'richie', 'uk', 'us', 'customer', 'nikki']"
2124,"['bhemantsurana10', 'hemant', 'team', 'reply', 'soon', 'theyre', 'able', 'were', 'receive', 'many', 'query', 'usuaxe2x80xa6', 'httpstcoy36ssdckii']"
2125,"['bchelseageezer99', 'we', 'able', 'arrange', 'callback', 'security', 'reason', 'also', 'due', 'covid', '19', 'telephonexe2x80xa6', 'httpstco1jzg93gxpy']"
2126,"['bdavidgaller13', 'please', 'continue', 'try', 'one', 'agent', 'absolute', 'best', 'answer', 'quicklyxe2x80xa6', 'httpstcofi9phrcios']"
2127,"['bdavidgaller13', 'hello', 'david', 'late', 'reply', 'wait', 'time', 'call', 'due', 'covid', '19', 'woxe2x80xa6', 'httpstcozw4vyh1ox5']"
2128,"['b_dam', 'hello', 'drew', 'queue', 'time', 'app', 'online', 'access', 'make', 'txe2x80xa6', 'httpstcoa2v1jcvweo']"
2129,"['bmichaelgrundy', 'sorry', 'cut', 'have', 'manage', 'get', 'back', 'andy']"
2130,"['blauraperito', 'in', 'term', 'freeze', 'payment', 'would', 'speak', 'team', 'phone', 'see', 'sometxe2x80xa6', 'httpstcoqky2nehpym']"
2131,"['bicklenelly', 'online', 'team', 'currently', 'unavailable', 'due', 'covid', '19', 'you', 'still', 'call', 'use', 'ourxe2x80xa6', 'httpstcothmz9piitx']"
2132,"['bwillettluke', 'hello', 'luke', 'late', 'reply', 'phone', 'line', 'busy', 'due', 'current', 'event', 'pleasexe2x80xa6', 'httpstcofihuzt0x4x']"
2133,"['btay5999', 'danny', 'wife', 'leave', 'feel', 'like', 'was', 'anything', 'else', 'discuss', 'couldxe2x80xa6', 'httpstco9ac7sa9khz']"
2134,"['bfrances82967238', 'francesca', 'youd', 'contact', 'partner', 'finance', 'direct', 'one', 'theyre', 'essentially', 'sexe2x80xa6', 'httpstcohoq8bh1xvv']"
2135,"['brippleator', 'herronaitor', 'sainsburys_bank', 'know', 'difficult', 'time', 'moment', 'think', 'could', 'finxe2x80xa6', 'httpstcoqocdgvdirr']"
2136,"['bshona9867', 'hear', 'shona', 'get', 'resolve', 'pop', 'let', 'knowxe2x80xa6', 'httpstcotl3k7kwhnd']"
2137,"['bshunner76', 'dan', 'hope', 'dads', 'ok', 'please', 'let', 'know', 'therell', 'late', 'payment', 'fee', 'werxe2x80xa6', 'httpstcofpwfecjaxr']"
2138,"['bluciousxviii', 'travel_up', 'we', 'definitely', 'get', 'one', 'review', 'you', 'give', 'call', 'super', 'bxe2x80xa6', 'httpstcohqxcf8upln']"
2139,"['bsoniasok116', 'did', 'manage', 'get', 'team', 'sonia', 'cass']"
2140,"['basl0205', 'we', 'absolutely', 'get', 'sort', 'andy', 'mean', 'call', 'team', 'theyre', 'super', 'busyxe2x80xa6', 'httpstcoc2qjtqdyfu']"
2141,"['bhamzahbargit', 'hamzahkhonat', 'sorry', 'get', 'back', 'weve', 'much', 'busy', 'usual', 'cuxe2x80xa6', 'httpstcoudifxxn4xe']"
2142,"['bchrispawley1', 'do', 'mean', 'want', 'block', 'account', 'chris', 'app', 'cass']"
2143,"['bjessprescott', 'easyjet', 'unfortunately', 'jess', 'access', 'account', 'wouldnt', 'able', 'arrangxe2x80xa6', 'httpstcocmuyrqi7wz']"
2144,"['bpaultransfer', 'paul', 'call', 'number', 'freephone', 'recommend', 'tryxe2x80xa6', 'httpstcof9tmmpjsdh']"
2145,"['bhonorjohnson', 'thanks', 'reach', 'wed', 'like', 'try', 'help', 'can', 'pop', 'tell', 'thisxe2x80xa6', 'httpstcoudnvbfcl5w']"
2146,"['bdj_decc', 'hey', 'declan', 'thanks', 'message', 'long', 'wait', 'busy', 'imagine', 'thaxe2x80xa6', 'httpstcoktiuifwqwo']"
2147,"['bliveat55uk', 'youve', 'sit', 'hold', 'sure', 'last', 'thing', 'want', 'wxe2x80xa6', 'httpstcoihimwu3hrm']"
2148,"['bgrannyallan_val', 'hello', 'val', 'glad', 'youve', 'manage', 'speak', 'get', 'resolve', 'know', 'ideaxe2x80xa6', 'httpstcofgmpl0temv']"
2149,"['bkeekyhi', 'do', 'access', 'online', 'access', 'barclaycard', 'see', 'request', 'credit', 'increase', 'txe2x80xa6', 'httpstcotdlzzojpkk']"
2150,"['bkeekyhi', 'hello', 'kiki', 'certainly', 'appreciate', 'ideal', 'wait', 'ling', 'frustxe2x80xa6', 'httpstco1jpass8k3k']"
2151,"['bkei_maye', 'hey', 'kei', 'thank', 'message', 'huge', 'apology', 'long', 'wait', 'busy', 'imaginexe2x80xa6', 'httpstcow7vlbck2uf']"
2152,"['brobynskiiiii', 'please', 'hear', 'manage', 'get', 'end', 'thanks', 'patience', 'anth']"
2153,"['bnmorbs', 'appreciate', 'mean', 'neil', 'line', 'impact', 'due', 'lockdown', 'impose', 'result', 'cloxe2x80xa6', 'httpstcoftlmynhkg5']"
2154,"['baadilchowdhary', 'hey', 'aadil', 'thanks', 'message', 'long', 'wait', 'busy', 'imagixe2x80xa6', 'httpstcoxkddertvbw']"
2155,"['briahi_j', 'sara', 'sure', 'wait', 'time', 'afraid', 'say', 'receive', 'unprecedentxe2x80xa6', 'httpstco4vmqmntefm']"
2156,"['bpaul94908599', 'appreciate', 'ideal', 'wait', 'long', 'paul', 'however', 'please', 'bear', 'mind', 'havxe2x80xa6', 'httpstcomvrxe1xgdj']"
2157,"['bantrgreen', 'really', 'anthony', 'youre', 'issue', 'website', 'stay', 'linexe2x80xa6', 'httpstcomsrj5pjhmz']"
2158,"['bdavey_reegs', 'davey', 'telephony', 'service', 'massively', 'busy', 'right', 'due', 'coronavirus', 'youll', 'find', 'informatioxe2x80xa6', 'httpstco7jb1jfq8pn']"
2159,"['bgregkozakiewicz', 'greg', 'unfortunately', 'cant', 'discus', 'anything', 'account', 'specific', 'social', 'medium', 'notxe2x80xa6', 'httpstcooq1xv7i4hl']"
2160,"['bwhen', 'therexe2x80x99s', 'lot', 'go', 'email', 'text', 'alert', 'help', 'make', 'easy', 'keep', 'track', 'account', 'nnfindxe2x80xa6', 'httpstcojzmkygol8e']"
2161,"['bjonesy_laaa', 'unable', 'access', 'account', 'check', 'fro', 'sound', 'right', 'payment', 'wilxe2x80xa6', 'httpstcosvn0z5wvkk']"
2162,"['bjonny_marsh', 'really', 'john', 'work', 'hard', 'answer', 'many', 'call', 'possible', 'arexe2x80xa6', 'httpstcorgkuholzbs']"
2163,"['bjrosmith', 'james', 'hear', 'require', 'assistance', 'reach', 'customer', 'service', 'teaxe2x80xa6', 'httpstcoyscebgsezq']"
2164,"['bziggya91', 'speak', 'financial', 'concern', 'youre', 'able', 'find', 'contact', 'detail', 'followxe2x80xa6', 'httpstcogcncohmz9e']"
2165,"['bmikeguinness', 'ive', 'reply', 'mike', 'nikki']"
2166,"['bnclprkr', 'nicole', 'unfortunately', 'able', 'help', 'would', 'mean', 'speak', 'customer', 'service', 'arxe2x80xa6', 'httpstco3mqnnojlg6']"
2167,"['bjanehines27', 'jane', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'june', '2020xe2x80xa6', 'httpstcozsuphde2tj']"
2168,"['bolliemafc', 'screwlabour', 'apologies', 'ollie', 'could', 'fix', 'definitely', 'would', 'dont', 'accouxe2x80xa6', 'httpstco0ulervvivq']"
2169,"['b1guyfromhalton', 'let', 'know', 'michael', 'you', 'mention', 'youd', 'raise', 'complaint', 'team', 'beenxe2x80xa6', 'httpstcorz0smgytnp']"
2170,"['bbarneyg_f', 'barney', 'sorry', 'youre', 'issue', 'log', 'the', 'people', 'help', 'get', 'back', 'runnxe2x80xa6', 'httpstcorynrnee0aq']"
2171,"['bclscott17', 'wonxe2x80x99t', 'charge', 'late', 'payment', 'cash', 'advance', 'fee', '19', 'march', '17', 'june', '2020xe2x80xa6', 'httpstco4t84hlcjcw']"
2172,"['b_christinew59_', 'understand', 'must', 'frustrate', 'say', 'entered', 'correct', 'password', 'dxe2x80xa6', 'httpstcov0tfj1mue7']"
2173,"['bd835200858', 'long', 'hold', 'we', 'few', 'colleague', 'man', 'phone', 'right', 'due', 'outxe2x80xa6', 'httpstco6ac5kpwots']"
2174,"['brt', 'barclaysuk', 'itxe2x80x99s', 'time', 'week', 'share', 'late', 'codeplaygroundchallenge', 'kid', 'see', 'theyxe2x80x99re', 'able', 'fix', 'oxe2x80xa6']"
2175,"['bdavidfromwales', 'david', 'thanks', 'much', 'let', 'know', 'pleased', 'youve', 'able', 'resolve', 'issue', 'ixe2x80xa6', 'httpstco7t9e3beot7']"
2176,"['bcoombem1978', 'barclaysib', 'matty', 'appreciate', 'youd', 'like', 'sort', 'quickly', 'possible', 'however', 'due', 'toxe2x80xa6', 'httpstcohvvk6k7ifm']"
2177,"['bcharlierpcooper', 'charlie', 'receive', 'unprecedented', 'call', 'volume', 'few', 'adviser', 'available', 'due', 'coxe2x80xa6', 'httpstcopu6czq3swr']"
2178,"['bmateengha', 'hear', 'yomatz', 'youd', 'like', 'discus', 'account', 'impact', 'byxe2x80xa6', 'httpstco15zwl5zmvo']"
2179,"['bstephidavies', 'mastershaz', 'thats', 'great', 'thanks', 'let', 'know', 'nikki']"
2180,"['bjonesy_laaa', 'the', 'team', 'wont', 'ignore', 'sarah', 'theyre', 'deal', 'huge', 'amount', 'message', 'getxe2x80xa6', 'httpstcodxrr7syicn']"
2181,"['bjonesy_laaa', 'sarah', 'have', 'pass', 'feedback', 'barclays', 'check', 'link', 'altxe2x80xa6', 'httpstcof0ngmdjqo6']"
2182,"['bflourpower28', 'yes', 'emma', 'thats', 'right', 'you', 'download', 'form', 'online', 'send', 'much', 'info', 'hxe2x80xa6', 'httpstcowdyk2nspdq']"
2183,"['bantrgreen', 'anthony', 'youre', 'lock', 'we', 'would', 'call', 'customer', 'service', 'get', 'someone', 'helxe2x80xa6', 'httpstco2jvqlqp2zu']"
2184,"['bsallyanne2', 'you', 'find', 'make', 'complaint', 'sally', 'httpstcokqhqq98mzw', 'due', 'way', 'billingxe2x80xa6', 'httpstco6xnbikw0an']"
